recipe_uri,label,dietLabels,healthLabels,mealType,Energy(cal),Fat(g),Protein(g),Carbohydrates(g),Fiber(g)
http://www.edamam.com/ontologies/edamam.owl#recipe_5deb035300431c30319d1f77afdefa89,Olive Oil Cracker recipes,"['Balanced', 'High-Fiber']","['Sugar-Conscious', 'Vegan', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",['snack'],2150.2799999999997,79.13025,55.573499999999996,311.96399999999994,29.0295
http://www.edamam.com/ontologies/edamam.owl#recipe_7a17e0e0d25099c448d2381a719a80df,Chinese Five Spice Powder,"['Balanced', 'Low-Sodium']","['Sugar-Conscious', 'Low Potassium', 'Kidney-Friendly', 'Keto-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Paleo', 'Mediterranean', 'DASH', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Sulfite-Free', 'FODMAP-Free', 'Kosher']",['lunch/dinner'],74.211,2.83864,2.61852,15.5914,7.854100000000001
http://www.edamam.com/ontologies/edamam.owl#recipe_a883e3c25e0d7f593a99d5bc3353d354,Fiadone,"['Balanced', 'Low-Sodium']","['Low Potassium', 'Kidney-Friendly', 'Vegetarian', 'Pescatarian', 'Gluten-Free', 'Wheat-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Kosher']",['lunch/dinner'],998.3099999994847,37.81989999999993,35.897999999999655,134.0911999998765,2.4239999999987827
http://www.edamam.com/ontologies/edamam.owl#recipe_20022d91be0968092a8eab1aceee81be,Pasta alla Gricia Recipe,['Balanced'],"['Sugar-Conscious', 'Low Potassium', 'Kidney-Friendly', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Sulfite-Free']",['lunch/dinner'],679.535768466108,24.55673908558121,26.83090943113004,85.27330566973988,3.6287389600000006
http://www.edamam.com/ontologies/edamam.owl#recipe_74d1341ed563642ee4e2b98a35e64617,Vibrant Tasty Green Bean recipes,['Balanced'],"['Kidney-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Paleo', 'Mediterranean', 'DASH', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher', 'Immuno-Supportive']",['lunch/dinner'],407.95181804315996,11.358242917833334,11.668201944916667,74.47180114175,15.6555454925
http://www.edamam.com/ontologies/edamam.owl#recipe_88c93d34a2f0c4a9ebf55c8d7c985458,Boozy Baked French Toast,['Balanced'],"['Vegetarian', 'Pescatarian', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Kosher']",['breakfast'],2153.714999997547,64.8579,84.912,303.0047999993661,11.04
http://www.edamam.com/ontologies/edamam.owl#recipe_bb07bc767353dc925d7e1b9d1c75bceb,Poached Egg On Potato Hash,"['Balanced', 'High-Fiber']","['Sugar-Conscious', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher', 'Immuno-Supportive']",['lunch/dinner'],565.1895936739247,23.63547484973263,20.801482688713477,70.22549856222044,10.756579827327547
http://www.edamam.com/ontologies/edamam.owl#recipe_6ed0a76e97ca55c596745bb9889fde70,Parsley Pasta,['Balanced'],"['Sugar-Conscious', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher', 'Immuno-Supportive']",['lunch/dinner'],1829.8185601836553,90.89650352297011,60.08136936216043,189.8607648193468,8.806496032120782
http://www.edamam.com/ontologies/edamam.owl#recipe_a71acb97dd6dece71b798fe517657bdb,Easy Roasted Cabbage Recipe,['Balanced'],"['Sugar-Conscious', 'Kidney-Friendly', 'Keto-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Paleo', 'Mediterranean', 'DASH', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'FODMAP-Free', 'Kosher', 'Immuno-Supportive']",['lunch/dinner'],343.000632,13.345602399999999,11.905696,54.407360000000004,23.389172
http://www.edamam.com/ontologies/edamam.owl#recipe_51b79ae0958c33a38c0eabad15460917,Roasted Strawberry Milkshake recipes,"['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'FODMAP-Free', 'Kosher']",['lunch/dinner'],629.27,3.651,8.1502,152.3521333333333,24.32
http://www.edamam.com/ontologies/edamam.owl#recipe_755f45da76fea193dbe6b5c5bf253f47,Yuzu Kosho,"['High-Fiber', 'Low-Fat']","['Vegan', 'Vegetarian', 'Pescatarian', 'Paleo', 'Mediterranean', 'DASH', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Sulfite-Free', 'Kosher', 'Immuno-Supportive']",['lunch/dinner'],182.16,1.908,7.227,54.9018,15.461999999999998
http://www.edamam.com/ontologies/edamam.owl#recipe_06c4513b88ef3da5775c37bef2fd6c0f,Candied Ginger,"['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'FODMAP-Free', 'Kosher', 'Immuno-Supportive']",['snack'],1002.8738960000001,9.401942775,22.815381134000003,223.13944186000003,25.071847400000003
http://www.edamam.com/ontologies/edamam.owl#recipe_29c69a7229c6b0cd8f803e4152388050,POMEGRANATE SORBET recipes,"['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Kosher']",['lunch/dinner'],1805.1874999998583,10.270499999998453,14.662437499997745,442.0806249999556,34.914374999998074
http://www.edamam.com/ontologies/edamam.owl#recipe_63bb37db0a9b5a07de8eca554d8b7358,Braised Quinces,"['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'FODMAP-Free', 'Kosher']",['breakfast'],1984.7200000000003,1.11,4.446000000000001,519.2320000000001,21.188
http://www.edamam.com/ontologies/edamam.owl#recipe_7b86f008487dddb703520cbd2c9e83e5,Apple Jellies,"['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Kosher']",['lunch/dinner'],1892.9640971999997,2.565321087,4.462020486,495.61604118,35.010650639999994
http://www.edamam.com/ontologies/edamam.owl#recipe_99224dca179579732ba3e301c7c2dc25,Peach Butter,"['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Kosher']",['breakfast'],2279.9640972,4.7879237,17.434762268000004,580.919648392,29.567542200000002
http://www.edamam.com/ontologies/edamam.owl#recipe_1b0095b7bff243e8a5176a0e5d5043e6,Fresh Lemon Syrup Recipe,"['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Kidney-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'FODMAP-Free', 'Kosher']",['lunch/dinner'],967.8527194875,1.2757285406249999,6.378642703124999,266.48551737500003,45.07574176875
http://www.edamam.com/ontologies/edamam.owl#recipe_576a832404546af1fd9506e6bd2f7bd7,Poached Pears,"['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Kidney-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Kosher']",['lunch/dinner'],1537.1093333333333,0.9524400000000001,2.8431300000000004,387.91976666666665,24.114833333333337
http://www.edamam.com/ontologies/edamam.owl#recipe_e6e3864e56de36a2ccf93251cf98feee,Strawberry Sorbet,"['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'FODMAP-Free', 'Kosher']",['lunch/dinner'],1899.1991168,3.3515542200000006,8.388137758000003,489.243788032,24.0236948
http://www.edamam.com/ontologies/edamam.owl#recipe_e92e72709183ac1fd271320c8644b222,Raspberry Coulis,"['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'FODMAP-Free', 'Kosher']",['lunch/dinner'],252.47999999749013,1.3365999999993814,2.4533749999990975,62.35224999934832,13.045749999999227
http://www.edamam.com/ontologies/edamam.owl#recipe_20454c2a4cd27f1c32cc90b9e2feb5f0,Apple Pate De Fruit,"['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Kidney-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Kosher']",['breakfast'],1810.75448748,2.2155489783000006,3.6739384374000004,473.157781062,30.639345576
http://www.edamam.com/ontologies/edamam.owl#recipe_ba19c416169bc2c93da9a9d096c00841,"Grapefruit, Lime And Ginger Juice","['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Kosher']",['teatime'],401.5649999973845,1.0467999999984785,4.944799999996308,106.34999999932998,11.863999999995944
http://www.edamam.com/ontologies/edamam.owl#recipe_464c3968808860e95128c6f15bb5ad8f,Imperial Royale Recipe,"['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Vegan', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'No oil added', 'Kosher', 'Alcohol-Cocktail']",['lunch/dinner'],292.56707865000004,0.85048569375,2.43805898875,62.255552782500004,9.52543977
http://www.edamam.com/ontologies/edamam.owl#recipe_86598c62185f733704f736c99df25fdf,Peach Leaf Wine,"['High-Fiber', 'Low-Fat', 'Low-Sodium']","['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'No oil added', 'Kosher']",['lunch/dinner'],3458.804320481382,15.31666666666667,56.27458610706963,691.4441391335451,91.90000000000002
http://www.edamam.com/ontologies/edamam.owl#recipe_4bb99424e1bbc40d3cd1d891883d6745,Frothy Iced Matcha Green Tea Recipe,"['High-Protein', 'Low-Fat', 'Low-Sodium']","['Sugar-Conscious', 'Low Sugar', 'Low Potassium', 'Kidney-Friendly', 'Keto-Friendly', 'Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Kosher']",['lunch/dinner'],0.06,0.0,0.010799999999999999,0.0,0.0
http://www.edamam.com/ontologies/edamam.owl#recipe_cc8ea788e5ef3e3a7a199d05955a6eda,Chili Oil And Blood Orange Grilled Shrimp,"['High-Protein', 'Low-Carb']","['Keto-Friendly', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Pork-Free', 'Red-Meat-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'FODMAP-Free']",['lunch/dinner'],603.1895447089,16.529063420786002,92.59022718944001,23.790405790400005,3.59833160883
http://www.edamam.com/ontologies/edamam.owl#recipe_5df68f77db4edd5aef121e4564ad4d8d,Sous Vide Chicken Teriyaki,"['High-Protein', 'Low-Fat']","['Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'No oil added', 'Kosher']",['lunch/dinner'],496.15799999770536,7.316300000000002,63.96849999999754,32.4105999995528,0.276
